Country,Code,Year,Health_GDP,Health_GDP_2000,Change_since_2000,RollingAvg_5yr
Greece,GRC,2009,6.427,4.464,43.97401433691754,5.562399999999999
Greece,GRC,2010,6.613,4.464,48.14068100358423,5.842999999999999
Greece,GRC,2011,6.04,4.464,35.304659498207876,6.0334
Greece,GRC,2012,5.899,4.464,32.14605734767024,6.1494
Greece,GRC,2013,5.238,4.464,17.338709677419352,6.0434
Greece,GRC,2014,4.542,4.464,1.7473118279569755,5.6664
Greece,GRC,2015,4.803,4.464,7.594086021505365,5.3044
Greece,GRC,2016,5.186,4.464,16.173835125448015,5.1335999999999995
Greece,GRC,2017,4.926,4.464,10.34946236559139,4.939
Greece,GRC,2018,4.808,4.464,7.706093189964144,4.853
Greece,GRC,2019,5.043,4.464,12.970430107526877,4.953200000000001
Greece,GRC,2020,5.888,4.464,31.899641577060915,5.1701999999999995
Greece,GRC,2021,5.707,4.464,27.844982078853032,5.2744
Greece,GRC,2022,5.266,4.464,17.96594982078852,5.3424
Greece,GRC,2023,5.164,4.464,15.681003584229373,5.4136
Hungary,HUN,1930,0.07,4.721,-98.51726329167548,0.07
Hungary,HUN,1991,5.602,4.721,18.661300571912733,2.8360000000000003
Hungary,HUN,1992,5.949,4.721,26.011438254607068,3.873666666666667
Hungary,HUN,1993,5.969,4.721,26.435077314128367,4.3975
Hungary,HUN,1994,6.369,4.721,34.90785850455411,4.7918
Hungary,HUN,1995,5.572,4.721,18.025841982630798,5.8922
Hungary,HUN,1996,5.361,4.721,13.556449904681205,5.843999999999999
Hungary,HUN,1997,5.046,4.721,6.884134717220931,5.6634
Hungary,HUN,1998,4.933,4.721,4.490574030925646,5.4562
Hungary,HUN,1999,4.905,4.721,3.897479347595852,5.1634
Hungary,HUN,2000,4.721,4.721,0.0,4.9932
Hungary,HUN,2001,4.653,4.721,-1.4403728023723894,4.8516
Hungary,HUN,2002,4.954,4.721,4.935395043422996,4.8332
Hungary,HUN,2003,5.729,4.721,21.351408599872908,4.992399999999999
Hungary,HUN,2004,5.461,4.721,15.674645202287655,5.1036
Hungary,HUN,2005,5.644,4.721,19.550942596907436,5.288200000000001
Hungary,HUN,2006,5.503,4.721,16.564287227282357,5.458200000000001
Hungary,HUN,2007,4.961,4.721,5.083668714255459,5.4596
Hungary,HUN,2008,4.882,4.721,3.4102944291463584,5.2902000000000005
Hungary,HUN,2009,4.933,4.721,4.490574030925646,5.1846000000000005
Hungary,HUN,2010,4.996,4.721,5.825037068417716,5.055000000000001
Hungary,HUN,2011,4.975,4.721,5.3802160559203465,4.9494
Hungary,HUN,2012,4.855,4.721,2.838381698792636,4.9281999999999995
Hungary,HUN,2013,4.82,4.721,2.097013344630379,4.9158
Hungary,HUN,2014,4.727,4.721,0.12709171785639117,4.874600000000001
Hungary,HUN,2015,4.672,4.721,-1.0379156958271634,4.8098
Hungary,HUN,2016,4.757,4.721,0.7625503071383094,4.7661999999999995
Hungary,HUN,2017,4.647,4.721,-1.5674645202287618,4.7246
Hungary,HUN,2018,4.576,4.721,-3.071383181529347,4.6758
Hungary,HUN,2019,4.314,4.721,-8.621054861258209,4.5932
Hungary,HUN,2020,5.157,4.721,9.235331497564074,4.6902
Hungary,HUN,2021,5.349,4.721,13.30226646896844,4.8086
Hungary,HUN,2022,4.865,4.721,3.0502012285532754,4.852200000000001
Hungary,HUN,2023,4.547,4.721,-3.6856598178352122,4.8464
Iceland,ISL,1960,1.6771704,7.189,-76.67032410627348,1.6771704
Iceland,ISL,1961,2.1820328,7.189,-69.64761719293365,1.9296016
Iceland,ISL,1962,2.4369142,7.189,-66.1021811100292,2.0987058
Iceland,ISL,1963,2.0512156,7.189,-71.46730282375852,2.0868332499999998
Iceland,ISL,1964,2.4299912,7.189,-66.19848101265823,2.1554648399999996
Iceland,ISL,1965,2.3207357,7.189,-67.71824036722771,2.2841779000000004
Iceland,ISL,1966,2.4865024,7.189,-65.41240228126304,2.3450718200000003
Iceland,ISL,1967,3.004127,7.189,-58.21217137293087,2.45851438
Iceland,ISL,1968,3.2976391,7.189,-54.12937682570595,2.70779908
Iceland,ISL,1969,3.2585025,7.189,-54.67377243010154,2.8735013400000002
Iceland,ISL,1970,3.085,7.189,-57.08721658088747,3.0263541999999997
Iceland,ISL,1971,3.391,7.189,-52.83071359020725,3.2072537199999998
Iceland,ISL,1972,4.075,7.189,-43.31617749339268,3.4214283199999995
Iceland,ISL,1973,3.758,7.189,-47.725692029489494,3.5135005
Iceland,ISL,1974,4.569,7.189,-36.444568090137714,3.7756
Iceland,ISL,1975,4.916,7.189,-31.617749339268318,4.141800000000001
Iceland,ISL,1976,4.603,7.189,-35.97162331339547,4.3842
Iceland,ISL,1977,4.572,7.189,-36.40283766866045,4.4836
Iceland,ISL,1978,5.052,7.189,-29.725970232299353,4.7424
Iceland,ISL,1979,5.704,7.189,-20.65655863124218,4.9694
Iceland,ISL,1980,5.175,7.189,-28.015022951731815,5.021199999999999
Iceland,ISL,1981,5.32,7.189,-25.99805258033106,5.1646
Iceland,ISL,1982,5.589,7.189,-22.25622478787035,5.368
Iceland,ISL,1983,6.166,7.189,-14.230073723744605,5.5908
Iceland,ISL,1984,5.635,7.189,-21.61635832521909,5.577
Iceland,ISL,1985,5.839,7.189,-18.77868966476561,5.7097999999999995
Iceland,ISL,1986,6.198,7.189,-13.784949227987198,5.8854
Iceland,ISL,1987,6.411,7.189,-10.822089303101967,6.0498
Iceland,ISL,1988,6.906,7.189,-3.9365697593545743,6.1978
Iceland,ISL,1989,6.707,7.189,-6.704687717345948,6.4122
Iceland,ISL,1990,6.416,7.189,-10.752538600639863,6.5276
Iceland,ISL,1991,6.572,7.189,-8.582556683822506,6.6024
Iceland,ISL,1992,6.602,7.189,-8.165252469049934,6.640600000000001
Iceland,ISL,1993,6.557,7.189,-8.791208791208787,6.5708
Iceland,ISL,1994,6.433,7.189,-10.516066212268747,6.516
Iceland,ISL,1995,6.562,7.189,-8.721658088746693,6.5451999999999995
Iceland,ISL,1996,6.562,7.189,-8.721658088746693,6.543200000000001
Iceland,ISL,1997,6.34,7.189,-11.80970927806371,6.4908
Iceland,ISL,1998,6.762,7.189,-5.939629990262908,6.5318
Iceland,ISL,1999,7.176,7.189,-0.18083182640144527,6.680400000000001
Iceland,ISL,2000,7.189,7.189,0.0,6.8058000000000005
Iceland,ISL,2001,7.058,7.189,-1.8222284045068888,6.904999999999999
Iceland,ISL,2002,7.653,7.189,6.4543051884823965,7.1676
Iceland,ISL,2003,7.908,7.189,10.001391014049247,7.396800000000001
Iceland,ISL,2004,7.551,7.189,5.035470858255669,7.4718
Iceland,ISL,2005,7.247,7.189,0.806788148560298,7.4834000000000005
Iceland,ISL,2006,6.981,7.189,-2.893309222423149,7.468000000000001
Iceland,ISL,2007,6.851,7.189,-4.701627486437614,7.307600000000001
Iceland,ISL,2008,6.86,7.189,-4.576436222005839,7.098000000000001
Iceland,ISL,2009,7.164,7.189,-0.3477535123104793,7.0206
Iceland,ISL,2010,6.678,7.189,-7.108081791626097,6.9068
Iceland,ISL,2011,6.615,7.189,-7.984420642648489,6.8336
Iceland,ISL,2012,6.588,7.189,-8.359994435943802,6.781000000000001
Iceland,ISL,2013,6.61,7.189,-8.053971345110583,6.731
Iceland,ISL,2014,6.685,7.189,-7.0107108081791685,6.6352
Iceland,ISL,2015,6.583,7.189,-8.429545138405896,6.616200000000001
Iceland,ISL,2016,6.658,7.189,-7.38628460147447,6.624799999999999
Iceland,ISL,2017,6.826,7.189,-5.049380998748093,6.6724000000000006
Iceland,ISL,2018,6.962,7.189,-3.157601891779111,6.7428
Iceland,ISL,2019,7.165,7.189,-0.3338433718180557,6.838800000000001
Iceland,ISL,2020,8.052,7.189,12.004451244957567,7.132599999999999
Iceland,ISL,2021,8.136,7.189,13.172903046320755,7.4281999999999995
Iceland,ISL,2022,7.689,7.189,6.955070246209487,7.6008
Iceland,ISL,2023,7.55,7.189,5.021560717763246,7.7184
India,IND,2000,0.939,0.939,0.0,0.939
India,IND,2001,0.909,0.939,-3.19488817891373,0.9239999999999999
India,IND,2002,0.877,0.939,-6.6027689030883865,0.9083333333333333
India,IND,2003,0.819,0.939,-12.779552715654951,0.886
India,IND,2004,0.801,0.939,-14.696485623003186,0.869
India,IND,2005,0.828,0.939,-11.821086261980831,0.8468
India,IND,2006,0.805,0.939,-14.270500532481353,0.826
India,IND,2007,0.795,0.939,-15.335463258785934,0.8096
India,IND,2008,0.836,0.939,-10.969116080937166,0.813
India,IND,2009,0.907,0.939,-3.407880724174645,0.8341999999999998
India,IND,2010,0.862,0.939,-8.200212992545257,0.841
India,IND,2011,0.91,0.939,-3.088391906283271,0.8620000000000001
India,IND,2012,0.903,0.939,-3.8338658146964772,0.8836
India,IND,2013,0.829,0.939,-11.71458998935037,0.8821999999999999
India,IND,2014,0.829,0.939,-11.71458998935037,0.8666
India,IND,2015,0.928,0.939,-1.1714589989350266,0.8798
India,IND,2016,0.947,0.939,0.8519701810436643,0.8872
India,IND,2017,0.974,0.939,3.7273695420660315,0.9014
India,IND,2018,0.985,0.939,4.89882854100107,0.9326000000000001
India,IND,2019,0.982,0.939,4.579339723109696,0.9632
India,IND,2020,1.094,0.939,16.506922257720998,0.9963999999999998
India,IND,2021,1.183,0.939,25.98509052183175,1.0436
Indonesia,IDN,2000,0.585,0.585,0.0,0.585
Indonesia,IDN,2001,0.782,0.585,33.67521367521369,0.6835
Indonesia,IDN,2002,0.673,0.585,15.042735042735057,0.68
Indonesia,IDN,2003,0.813,0.585,38.97435897435898,0.7132499999999999
Indonesia,IDN,2004,0.748,0.585,27.86324786324787,0.7202
Indonesia,IDN,2005,0.734,0.585,25.470085470085476,0.75
Indonesia,IDN,2006,0.834,0.585,42.56410256410257,0.7604
Indonesia,IDN,2007,1.028,0.585,75.72649572649574,0.8314
Indonesia,IDN,2008,0.917,0.585,56.75213675213677,0.8522000000000001
Indonesia,IDN,2009,0.949,0.585,62.22222222222222,0.8924
Indonesia,IDN,2010,0.679,0.585,16.068376068376082,0.8814
Indonesia,IDN,2011,0.717,0.585,22.564102564102566,0.858
Indonesia,IDN,2012,0.781,0.585,33.50427350427352,0.8086
Indonesia,IDN,2013,0.836,0.585,42.90598290598291,0.7924
Indonesia,IDN,2014,1.043,0.585,78.2905982905983,0.8112
Indonesia,IDN,2015,1.159,0.585,98.11965811965814,0.9071999999999999
Indonesia,IDN,2016,1.377,0.585,135.3846153846154,1.0392
Indonesia,IDN,2017,1.356,0.585,131.79487179487182,1.1542000000000001
Indonesia,IDN,2018,1.396,0.585,138.63247863247864,1.2662
Indonesia,IDN,2019,1.425,0.585,143.58974358974362,1.3426
Indonesia,IDN,2020,1.877,0.585,220.85470085470087,1.4862
Indonesia,IDN,2021,2.263,0.585,286.8376068376068,1.6634
Ireland,IRL,1930,0.62,4.573,-86.44216050732561,0.62
Ireland,IRL,1960,2.4653533,4.573,-46.08892849333043,1.54267665
Ireland,IRL,1961,2.4081082,4.573,-47.340734747430574,1.8311538333333335
Ireland,IRL,1962,2.4473708,4.573,-46.48216050732562,1.985208075
Ireland,IRL,1963,2.5877268,4.573,-43.41292805598076,2.10571182
Ireland,IRL,1964,2.72616,4.573,-40.38574240104964,2.5269438200000005
Ireland,IRL,1965,2.7320352,4.573,-40.25726656461842,2.5802802
Ireland,IRL,1966,2.999406,4.573,-34.41054012683141,2.69853976
Ireland,IRL,1967,3.2631612,4.573,-28.642877760769746,2.86169784
Ireland,IRL,1968,3.0251255,4.573,-33.84811939645747,2.94917758
Ireland,IRL,1969,3.1884825,4.573,-30.275912967417458,3.04164208
Ireland,IRL,1970,3.74,4.573,-18.215613382899633,3.2432350400000005
Ireland,IRL,1971,3.981,4.573,-12.945549967198785,3.43955384
Ireland,IRL,1972,4.21,4.573,-7.93789634813034,3.6289216000000004
Ireland,IRL,1973,4.545,4.573,-0.6122895254756279,3.9328964999999996
Ireland,IRL,1974,5.0,4.573,9.33741526350316,4.2951999999999995
Ireland,IRL,1975,5.514,4.573,20.57730155259129,4.65
Ireland,IRL,1976,5.29,4.573,15.678985348786345,4.9118
Ireland,IRL,1977,4.941,4.573,8.04723376339382,5.058
Ireland,IRL,1978,5.214,4.573,14.017056636781106,5.1918
Ireland,IRL,1979,5.602,4.573,22.501640061228947,5.312200000000001
Ireland,IRL,1980,6.065,4.573,32.62628471462934,5.4224000000000006
Ireland,IRL,1981,5.826,4.573,27.399956265033875,5.5296
Ireland,IRL,1982,5.695,4.573,24.535315985130108,5.680400000000001
Ireland,IRL,1983,5.596,4.573,22.37043516291274,5.7568
Ireland,IRL,1984,5.299,4.573,15.87579269626066,5.6962
Ireland,IRL,1985,5.234,4.573,14.45440629783511,5.53
Ireland,IRL,1986,5.093,4.573,11.37109118740432,5.3834
Ireland,IRL,1987,4.752,4.573,3.9142794664334,5.1948
Ireland,IRL,1988,4.436,4.573,-2.9958451782199966,4.9628
Ireland,IRL,1989,4.261,4.573,-6.822654712442604,4.7552
Ireland,IRL,1990,4.109,4.573,-10.146512136453103,4.5302
Ireland,IRL,1991,4.468,4.573,-2.2960857205335756,4.4052
Ireland,IRL,1992,4.703,4.573,2.84277279685108,4.3954
Ireland,IRL,1993,4.769,4.573,4.286026678329318,4.462000000000001
Ireland,IRL,1994,4.677,4.573,2.274218237480848,4.5451999999999995
Ireland,IRL,1995,4.526,4.573,-1.0277717034769427,4.6286000000000005
Ireland,IRL,1996,4.362,4.573,-4.61403892411984,4.6074
Ireland,IRL,1997,4.359,4.573,-4.679641373277945,4.538600000000001
Ireland,IRL,1998,4.23,4.573,-7.500546687076317,4.4308
Ireland,IRL,1999,4.213,4.573,-7.872293898972235,4.337999999999999
Ireland,IRL,2000,4.573,4.573,0.0,4.3474
Ireland,IRL,2001,5.014,4.573,9.643560026240976,4.4778
Ireland,IRL,2002,5.271,4.573,15.26350317078503,4.660200000000001
Ireland,IRL,2003,5.519,4.573,20.686638967854794,4.918
Ireland,IRL,2004,5.698,4.573,24.60091843428821,5.215000000000001
Ireland,IRL,2005,6.027,4.573,31.79532035862671,5.505800000000001
Ireland,IRL,2006,5.85,4.573,27.924775858298688,5.673
Ireland,IRL,2007,6.186,4.573,35.27225016400611,5.856
Ireland,IRL,2008,7.239,4.573,58.29870981849987,6.2
Ireland,IRL,2009,8.11,4.573,77.34528755740212,6.6823999999999995
Ireland,IRL,2010,8.017,4.573,75.31161163350095,7.0804
Ireland,IRL,2011,7.638,4.573,67.02383555652742,7.438
Ireland,IRL,2012,7.639,4.573,67.04570303958015,7.7286
Ireland,IRL,2013,7.283,4.573,59.26087907281872,7.737399999999999
Ireland,IRL,2014,6.76,4.573,47.824185436256265,7.4674000000000005
Ireland,IRL,2015,5.256,4.573,14.935490924994529,6.9152000000000005
Ireland,IRL,2016,5.422,4.573,18.56549311174282,6.4719999999999995
Ireland,IRL,2017,5.188,4.573,13.448502077410874,5.9818
Ireland,IRL,2018,5.078,4.573,11.043078941613818,5.540799999999999
Ireland,IRL,2019,4.986,4.573,9.031270500765347,5.186
Ireland,IRL,2020,5.512,4.573,20.533566586485875,5.2372
Ireland,IRL,2021,5.105,4.573,11.633500984036738,5.1738
Ireland,IRL,2022,4.734,4.573,3.5206647714847925,5.083
Ireland,IRL,2023,5.079,4.573,11.064946424666505,5.0832
Israel,ISR,1995,4.492,4.17,7.7218225419664295,4.492
Israel,ISR,1996,4.682,4.17,12.278177458033584,4.587
Israel,ISR,1997,4.727,4.17,13.357314148681066,4.633666666666667
Israel,ISR,1998,4.427,4.17,6.163069544364501,4.582
Israel,ISR,1999,4.263,4.17,2.230215827338129,4.5182
Israel,ISR,2000,4.17,4.17,0.0,4.453799999999999
Israel,ISR,2001,4.4,4.17,5.515587529976029,4.3974
Israel,ISR,2002,4.432,4.17,6.282973621103129,4.3384
Israel,ISR,2003,4.285,4.17,2.7577937649880147,4.3100000000000005
Israel,ISR,2004,4.203,4.17,0.7913669064748288,4.298
Israel,ISR,2005,4.137,4.17,-0.7913669064748288,4.2914
Israel,ISR,2006,4.18,4.17,0.23980815347721313,4.2474
Israel,ISR,2007,4.057,4.17,-2.709832134292555,4.1724000000000006
Israel,ISR,2008,4.184,4.17,0.33573141486811114,4.152200000000001
Israel,ISR,2009,4.224,4.17,1.294964028776985,4.1564
Israel,ISR,2010,4.316,4.17,3.501199040767384,4.192200000000001
Israel,ISR,2011,4.271,4.17,2.4220623501199037,4.2104
Israel,ISR,2012,4.357,4.17,4.484412470023988,4.2704
Israel,ISR,2013,4.414,4.17,5.851318944844119,4.3164
Israel,ISR,2014,4.451,4.17,6.738609112709824,4.3618
Israel,ISR,2015,4.463,4.17,7.026378896882497,4.3911999999999995
Israel,ISR,2016,4.509,4.17,8.129496402877708,4.4388000000000005
Israel,ISR,2017,4.597,4.17,10.23980815347723,4.4868
Israel,ISR,2018,4.693,4.17,12.541966426858506,4.5426
Israel,ISR,2019,4.683,4.17,12.302158273381293,4.589
Israel,ISR,2020,5.247,4.17,25.827338129496404,4.7458
Israel,ISR,2021,5.15,4.17,23.501199040767396,4.874
Israel,ISR,2022,4.868,4.17,16.73860911270984,4.9281999999999995
Israel,ISR,2023,5.221,4.17,25.20383693045564,5.0338
Italy,ITA,1880,0.0,5.496,-100.0,0.0
Italy,ITA,1890,0.0,5.496,-100.0,0.0
Italy,ITA,1900,0.0,5.496,-100.0,0.0
Italy,ITA,1910,0.0,5.496,-100.0,0.0
Italy,ITA,1920,0.0,5.496,-100.0,0.0
Italy,ITA,1930,0.0,5.496,-100.0,0.0
Italy,ITA,1960,2.7455277,5.496,-50.044983624454154,0.54910554
Italy,ITA,1961,2.823633,5.496,-48.623853711790396,1.11383214
Italy,ITA,1962,2.8231726,5.496,-48.632230713246,1.6784666600000002
Italy,ITA,1963,3.0731986,5.496,-44.08299490538574,2.29310638
Italy,ITA,1964,3.278402,5.496,-40.349308588064055,2.94878678
Italy,ITA,1965,3.4801579,5.496,-36.67834970887919,3.09571282
Italy,ITA,1966,3.6160634,5.496,-34.2055422125182,3.2541989
Italy,ITA,1967,3.7595837,5.496,-31.594183042212524,3.44148112
Italy,ITA,1968,3.8288388,5.496,-30.33408296943232,3.59260916
Italy,ITA,1969,3.8942893,5.496,-29.143207787481813,3.7157866200000003
Italy,ITA,1970,4.093632,5.496,-25.516157205240177,3.83848144
Italy,ITA,1971,4.4881163,5.496,-18.338495269286764,4.01289202
Italy,ITA,1972,4.8349967,5.496,-12.026988719068427,4.2279746199999995
Italy,ITA,1973,4.787094,5.496,-12.898580786026212,4.4196256599999995
Italy,ITA,1974,4.8007026,5.496,-12.650971615720527,4.60090832
Italy,ITA,1975,4.7909327,5.496,-12.828735443959252,4.74036846
Italy,ITA,1976,4.768076,5.496,-13.244614264919955,4.7963604
Italy,ITA,1977,4.4748397,5.496,-18.58006368267831,4.724329
Italy,ITA,1978,4.7604814,5.496,-13.382798398835527,4.71900648
Italy,ITA,1979,4.7783384,5.496,-13.057889374090253,4.71453364
Italy,ITA,1980,5.098001,5.496,-7.241612081513836,4.7759473
Italy,ITA,1981,4.871031,5.496,-11.371342794759826,4.7965383
Italy,ITA,1982,4.968066,5.496,-9.605786026200875,4.8951835599999995
Italy,ITA,1983,5.057207,5.496,-7.983860989810779,4.95452868
Italy,ITA,1984,4.879394,5.496,-11.21917758369725,4.9747398
Italy,ITA,1985,4.958517,5.496,-9.779530567685605,4.946842999999999
Italy,ITA,1986,4.8208313,5.496,-12.28472889374091,4.93680306
Italy,ITA,1987,5.220768,5.496,-5.007860262008748,4.98734346
Italy,ITA,1988,5.389,5.496,-1.9468704512372672,5.05370206
Italy,ITA,1989,5.311,5.496,-3.366084425036399,5.1400232599999995
Italy,ITA,1990,5.685,5.496,3.4388646288209452,5.2853198599999995
Italy,ITA,1991,5.864,5.496,6.695778748180484,5.493953599999999
Italy,ITA,1992,5.735,5.496,4.348617176128091,5.5968
Italy,ITA,1993,5.55,5.496,0.9825327510916918,5.629
Italy,ITA,1994,5.276,5.496,-4.002911208151394,5.622
Italy,ITA,1995,4.88,5.496,-11.20815138282388,5.461
Italy,ITA,1996,4.952,5.496,-9.89810771470161,5.2786
Italy,ITA,1997,5.135,5.496,-6.568413391557508,5.1586
Italy,ITA,1998,5.117,5.496,-6.895924308588072,5.072
Italy,ITA,1999,5.191,5.496,-5.549490538573519,5.055
Italy,ITA,2000,5.496,5.496,0.0,5.1782
Italy,ITA,2001,5.774,5.496,5.058224163027648,5.3426
Italy,ITA,2002,5.897,5.496,7.2962154294031984,5.495
Italy,ITA,2003,5.901,5.496,7.368995633187761,5.6518
Italy,ITA,2004,6.226,5.496,13.282387190684124,5.8588000000000005
Italy,ITA,2005,6.462,5.496,17.576419213973786,6.052
Italy,ITA,2006,6.56,5.496,19.359534206695763,6.2092
Italy,ITA,2007,6.305,5.496,14.71979621542939,6.2908
Italy,ITA,2008,6.628,5.496,20.59679767103347,6.4361999999999995
Italy,ITA,2009,7.01,5.496,27.54730713245996,6.593000000000001
Italy,ITA,2010,6.995,5.496,27.274381368267825,6.699599999999999
Italy,ITA,2011,6.757,5.496,22.943959243085864,6.739
Italy,ITA,2012,6.665,5.496,21.27001455604075,6.811
Italy,ITA,2013,6.648,5.496,20.960698689956317,6.8149999999999995
Italy,ITA,2014,6.689,5.496,21.706695778748173,6.7508
Italy,ITA,2015,6.593,5.496,19.959970887918477,6.670399999999999
Italy,ITA,2016,6.492,5.496,18.12227074235807,6.617400000000001
Italy,ITA,2017,6.399,5.496,16.430131004366803,6.5642
Italy,ITA,2018,6.413,5.496,16.684861717612804,6.5172
Italy,ITA,2019,6.384,5.496,16.15720524017467,6.4562
Italy,ITA,2020,7.308,5.496,32.96943231441047,6.599200000000001
Italy,ITA,2021,6.958,5.496,26.601164483260547,6.692400000000001
Italy,ITA,2022,6.664,5.496,21.2518195050946,6.745400000000001
Italy,ITA,2023,6.248,5.496,13.682678311499266,6.7124
Japan,JPN,1880,0.03,5.658,-99.46977730646871,0.03
Japan,JPN,1890,0.07,5.658,-98.76281371509367,0.05
Japan,JPN,1900,0.1,5.658,-98.2325910215624,0.06666666666666667
Japan,JPN,1910,0.1,5.658,-98.2325910215624,0.07500000000000001
Japan,JPN,1920,0.1,5.658,-98.2325910215624,0.08
Japan,JPN,1930,0.12,5.658,-97.87910922587486,0.098
Japan,JPN,1960,1.6989075,5.658,-69.97335630965006,0.42378150000000003
Japan,JPN,1961,1.9403656,5.658,-65.70580417108519,0.79185462
Japan,JPN,1962,2.051802,5.658,-63.736267232237545,1.18221502
Japan,JPN,1963,2.2035673,5.658,-61.053953693884765,1.6029284799999999
Japan,JPN,1964,2.3178635,5.658,-59.03387239307176,2.04250118
Japan,JPN,1965,2.5685372,5.658,-54.60344291268999,2.2164271199999996
Japan,JPN,1966,2.567937,5.658,-54.614050901378576,2.3419414
Japan,JPN,1967,2.6484675,5.658,-53.19074761399788,2.4612745
Japan,JPN,1968,2.6434484,5.658,-53.27945563803465,2.54925072
Japan,JPN,1969,2.598613,5.658,-54.07188052315306,2.60540062
Japan,JPN,1970,2.981,5.658,-47.313538352774835,2.68789318
Japan,JPN,1971,2.879,5.658,-49.1162955107812,2.7501057799999997
Japan,JPN,1972,3.033,5.658,-46.39448568398728,2.82701228
Japan,JPN,1973,3.004,5.658,-46.907034287734184,2.8991226
Japan,JPN,1974,3.552,5.658,-37.22163308589608,3.0898
Japan,JPN,1975,3.816,5.658,-32.55567338282079,3.2567999999999997
Japan,JPN,1976,3.98,5.658,-29.65712265818311,3.4769999999999994
Japan,JPN,1977,3.953,5.658,-30.134323082361263,3.661
Japan,JPN,1978,4.269,5.658,-24.54931071049841,3.914
Japan,JPN,1979,4.26,5.658,-24.708377518557803,4.0556
Japan,JPN,1980,4.359,5.658,-22.958642629904567,4.1642
Japan,JPN,1981,4.4,5.658,-22.234004948745138,4.2482
Japan,JPN,1982,4.503,5.658,-20.413573700954405,4.358200000000001
Japan,JPN,1983,4.663,5.658,-17.585719335454225,4.437
Japan,JPN,1984,4.546,5.658,-19.653587840226226,4.494200000000001
Japan,JPN,1985,4.493,5.658,-20.590314598798162,4.521
Japan,JPN,1986,4.555,5.658,-19.494521032166855,4.552
Japan,JPN,1987,4.618,5.658,-18.38105337575115,4.575
Japan,JPN,1988,4.51,5.658,-20.289855072463777,4.5444
Japan,JPN,1989,4.439,5.658,-21.544715447154474,4.523
Japan,JPN,1990,4.392,5.658,-22.375397667020145,4.502800000000001
Japan,JPN,1991,4.444,5.658,-21.456344998232595,4.480600000000001
Japan,JPN,1992,4.623,5.658,-18.292682926829272,4.4816
Japan,JPN,1993,4.923,5.658,-12.990455991516441,4.5642000000000005
Japan,JPN,1994,5.081,5.658,-10.19794980558501,4.6926000000000005
Japan,JPN,1995,5.046,5.658,-10.816542948038176,4.8233999999999995
Japan,JPN,1996,4.915,5.658,-13.131848709791448,4.9176
Japan,JPN,1997,5.08,5.658,-10.215623895369392,5.009
Japan,JPN,1998,5.214,5.658,-7.847295864262989,5.067200000000001
Japan,JPN,1999,5.496,5.658,-2.863202545068927,5.1502
Japan,JPN,2000,5.658,5.658,0.0,5.2726
Japan,JPN,2001,5.861,5.658,3.5878402262283386,5.4618
Japan,JPN,2002,5.937,5.658,4.931071049840932,5.6332
Japan,JPN,2003,5.987,5.658,5.814775539059734,5.7878
Japan,JPN,2004,6.049,5.658,6.910569105691057,5.8984000000000005
Japan,JPN,2005,6.216,5.658,9.862142099681863,6.01
Japan,JPN,2006,6.174,5.658,9.11983032873807,6.0725999999999996
Japan,JPN,2007,6.321,5.658,11.717921527041346,6.149400000000001
Japan,JPN,2008,6.566,5.658,16.048073524213493,6.2652
Japan,JPN,2009,7.283,5.658,28.720395899611166,6.5120000000000005
Japan,JPN,2010,7.425,5.658,31.230116648992567,6.7538
Japan,JPN,2011,8.783,5.658,55.2315305761753,7.2756
Japan,JPN,2012,8.957,5.658,58.306822198656775,7.8027999999999995
Japan,JPN,2013,8.994,5.658,58.96076352067867,8.2884
Japan,JPN,2014,9.025,5.658,59.50866030399434,8.636800000000001
Japan,JPN,2015,9.039,5.658,59.7560975609756,8.9596
Japan,JPN,2016,8.957,5.658,58.306822198656775,8.994399999999999
Japan,JPN,2017,8.974,5.658,58.607281724991154,8.997800000000002
Japan,JPN,2018,8.997,5.658,59.013785790031804,8.9984
Japan,JPN,2019,9.211,5.658,62.79604100388829,9.035599999999999
Japan,JPN,2020,9.545,5.658,68.69918699186991,9.1368
Japan,JPN,2021,9.533,5.658,68.48709791445738,9.252
Japan,JPN,2022,9.824,5.658,73.63025804171085,9.422
Japan,JPN,2023,9.522,5.658,68.29268292682926,9.527
Latvia,LVA,2000,2.758,2.758,0.0,2.758
Latvia,LVA,2001,2.812,2.758,1.9579405366207332,2.785
Latvia,LVA,2002,2.857,2.758,3.589557650471363,2.8089999999999997
Latvia,LVA,2003,2.73,2.758,-1.0152284263959401,2.78925
Latvia,LVA,2004,3.484,2.758,26.32342277012328,2.9282
Latvia,LVA,2005,3.249,2.758,17.80275562001451,3.0263999999999998
Latvia,LVA,2006,3.51,2.758,27.26613488034807,3.166
Latvia,LVA,2007,3.355,2.758,21.64612037708484,3.2656
Latvia,LVA,2008,3.369,2.758,22.153734590282824,3.3933999999999997
Latvia,LVA,2009,3.637,2.758,31.870920957215375,3.4240000000000004
Latvia,LVA,2010,3.67,2.758,33.067440174039156,3.5082
Latvia,LVA,2011,3.635,2.758,31.798404641044225,3.5332
Latvia,LVA,2012,3.265,2.758,18.382886149383616,3.5152
Latvia,LVA,2013,3.246,2.758,17.693981145757796,3.4905999999999997
Latvia,LVA,2014,3.26,2.758,18.201595358955757,3.4152
Latvia,LVA,2015,3.315,2.758,20.195794053662073,3.3442
